id	rollout_key	gold
1	1f757d5d-bfdf-48fd-8e02-0efba80f611a#0	90
2	1f757d5d-bfdf-48fd-8e02-0efba80f611a#1	90
3	1f757d5d-bfdf-48fd-8e02-0efba80f611a#2	90
4	1f757d5d-bfdf-48fd-8e02-0efba80f611a#3	90
5	1f757d5d-bfdf-48fd-8e02-0efba80f611a#4	90
6	1f757d5d-bfdf-48fd-8e02-0efba80f611a#5	90
7	1f757d5d-bfdf-48fd-8e02-0efba80f611a#6	90
8	1f757d5d-bfdf-48fd-8e02-0efba80f611a#7	90
9	1fad0198-f997-4357-9e4f-626373b786c4#0	51
10	1fad0198-f997-4357-9e4f-626373b786c4#1	51
11	1fad0198-f997-4357-9e4f-626373b786c4#2	51
12	1fad0198-f997-4357-9e4f-626373b786c4#3	51
13	1fad0198-f997-4357-9e4f-626373b786c4#4	51
14	1fad0198-f997-4357-9e4f-626373b786c4#5	51
15	1fad0198-f997-4357-9e4f-626373b786c4#6	51
16	1fad0198-f997-4357-9e4f-626373b786c4#7	51
17	200c18c1-d445-443b-afdf-3a4ee2320b33#0	76
18	200c18c1-d445-443b-afdf-3a4ee2320b33#1	76
19	200c18c1-d445-443b-afdf-3a4ee2320b33#2	76
20	200c18c1-d445-443b-afdf-3a4ee2320b33#3	76
21	200c18c1-d445-443b-afdf-3a4ee2320b33#4	76
22	200c18c1-d445-443b-afdf-3a4ee2320b33#5	76
23	200c18c1-d445-443b-afdf-3a4ee2320b33#6	76
24	200c18c1-d445-443b-afdf-3a4ee2320b33#7	76
25	200c5025-917f-4d2f-b640-c87f9d2feae1#0	7
26	200c5025-917f-4d2f-b640-c87f9d2feae1#1	7
27	200c5025-917f-4d2f-b640-c87f9d2feae1#2	7
28	200c5025-917f-4d2f-b640-c87f9d2feae1#3	7
29	200c5025-917f-4d2f-b640-c87f9d2feae1#4	7
30	200c5025-917f-4d2f-b640-c87f9d2feae1#5	7
31	200c5025-917f-4d2f-b640-c87f9d2feae1#6	7
32	200c5025-917f-4d2f-b640-c87f9d2feae1#7	7
33	20172491-d3a8-4bc8-9130-81d57d204dc3#0	689
34	20172491-d3a8-4bc8-9130-81d57d204dc3#1	689
35	20172491-d3a8-4bc8-9130-81d57d204dc3#2	689
36	20172491-d3a8-4bc8-9130-81d57d204dc3#3	689
37	20172491-d3a8-4bc8-9130-81d57d204dc3#4	689
38	20172491-d3a8-4bc8-9130-81d57d204dc3#5	689
39	20172491-d3a8-4bc8-9130-81d57d204dc3#6	689
40	20172491-d3a8-4bc8-9130-81d57d204dc3#7	689
41	20d124b0-2523-4d1b-a152-55bfc339efaf#0	112
42	20d124b0-2523-4d1b-a152-55bfc339efaf#1	112
43	20d124b0-2523-4d1b-a152-55bfc339efaf#2	112
44	20d124b0-2523-4d1b-a152-55bfc339efaf#3	112
45	20d124b0-2523-4d1b-a152-55bfc339efaf#4	112
46	20d124b0-2523-4d1b-a152-55bfc339efaf#5	112
47	20d124b0-2523-4d1b-a152-55bfc339efaf#6	112
48	20d124b0-2523-4d1b-a152-55bfc339efaf#7	112
49	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#0	69
50	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#1	69
51	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#2	69
52	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#3	69
53	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#4	69
54	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#5	69
55	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#6	69
56	212d6a86-fc13-41a4-bf9a-71b8c2b77f7a#7	69
57	21501126-e3d3-43a1-946a-53fef1646263#0	100
58	21501126-e3d3-43a1-946a-53fef1646263#1	100
59	21501126-e3d3-43a1-946a-53fef1646263#2	100
60	21501126-e3d3-43a1-946a-53fef1646263#3	100
61	21501126-e3d3-43a1-946a-53fef1646263#4	100
62	21501126-e3d3-43a1-946a-53fef1646263#5	100
63	21501126-e3d3-43a1-946a-53fef1646263#6	100
