id	rollout_key	gold
1	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#0	9
2	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#1	9
3	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#2	9
4	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#3	9
5	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#4	9
6	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#5	9
7	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#6	9
8	01677f18-3dff-43b8-bf2d-6e4c9fa5cde6#7	9
9	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#0	11
10	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#1	11
11	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#2	11
12	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#3	11
13	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#4	11
14	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#5	11
15	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#6	11
16	01f3b6f0-bb9c-47fb-96b5-0450d2ef1108#7	11
17	037f0e69-4d09-45f5-807d-d1b5cd347beb#0	23
18	037f0e69-4d09-45f5-807d-d1b5cd347beb#1	23
19	037f0e69-4d09-45f5-807d-d1b5cd347beb#2	23
20	037f0e69-4d09-45f5-807d-d1b5cd347beb#3	23
21	037f0e69-4d09-45f5-807d-d1b5cd347beb#4	23
22	037f0e69-4d09-45f5-807d-d1b5cd347beb#5	23
23	037f0e69-4d09-45f5-807d-d1b5cd347beb#6	23
24	037f0e69-4d09-45f5-807d-d1b5cd347beb#7	23
25	065a820c-1487-45ea-82a4-f118c9a9aa8d#0	14
26	065a820c-1487-45ea-82a4-f118c9a9aa8d#1	14
27	065a820c-1487-45ea-82a4-f118c9a9aa8d#2	14
28	065a820c-1487-45ea-82a4-f118c9a9aa8d#3	14
29	065a820c-1487-45ea-82a4-f118c9a9aa8d#4	14
30	065a820c-1487-45ea-82a4-f118c9a9aa8d#5	14
31	065a820c-1487-45ea-82a4-f118c9a9aa8d#6	14
32	065a820c-1487-45ea-82a4-f118c9a9aa8d#7	14
33	068e0bc0-ff7b-4fcc-b970-54b43f274aae#0	5
34	068e0bc0-ff7b-4fcc-b970-54b43f274aae#1	5
35	068e0bc0-ff7b-4fcc-b970-54b43f274aae#2	5
36	068e0bc0-ff7b-4fcc-b970-54b43f274aae#3	5
37	068e0bc0-ff7b-4fcc-b970-54b43f274aae#4	5
38	068e0bc0-ff7b-4fcc-b970-54b43f274aae#5	5
39	068e0bc0-ff7b-4fcc-b970-54b43f274aae#6	5
40	068e0bc0-ff7b-4fcc-b970-54b43f274aae#7	5
41	0768c7e6-7e41-4f9f-91b3-a3545c58326c#0	10
42	0768c7e6-7e41-4f9f-91b3-a3545c58326c#1	10
43	0768c7e6-7e41-4f9f-91b3-a3545c58326c#2	10
44	0768c7e6-7e41-4f9f-91b3-a3545c58326c#3	10
45	0768c7e6-7e41-4f9f-91b3-a3545c58326c#4	10
46	0768c7e6-7e41-4f9f-91b3-a3545c58326c#5	10
47	0768c7e6-7e41-4f9f-91b3-a3545c58326c#6	10
48	0768c7e6-7e41-4f9f-91b3-a3545c58326c#7	10
49	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#0	4030
50	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#1	4030
51	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#2	4030
52	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#3	4030
53	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#4	4030
54	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#5	4030
55	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#6	4030
56	07f4daf2-be96-4269-9e12-8a0c8d1b44cf#7	4030
57	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#0	1201
58	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#1	1201
59	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#2	1201
60	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#3	1201
61	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#4	1201
62	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#5	1201
63	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#6	1201
64	07f5b71e-82c8-4deb-948f-39d7b45cc3f7#7	1201
65	08abeb2b-3e7f-439d-bccf-f714cdd98be1#0	200
66	08abeb2b-3e7f-439d-bccf-f714cdd98be1#1	200
67	08abeb2b-3e7f-439d-bccf-f714cdd98be1#2	200
68	08abeb2b-3e7f-439d-bccf-f714cdd98be1#3	200
69	08abeb2b-3e7f-439d-bccf-f714cdd98be1#4	200
70	08abeb2b-3e7f-439d-bccf-f714cdd98be1#5	200
71	08abeb2b-3e7f-439d-bccf-f714cdd98be1#6	200
72	08abeb2b-3e7f-439d-bccf-f714cdd98be1#7	200
73	09a07fe7-fbd8-45ee-9e87-63d37c831153#0	3
74	09a07fe7-fbd8-45ee-9e87-63d37c831153#1	3
75	09a07fe7-fbd8-45ee-9e87-63d37c831153#2	3
76	09a07fe7-fbd8-45ee-9e87-63d37c831153#3	3
77	09a07fe7-fbd8-45ee-9e87-63d37c831153#4	3
78	09a07fe7-fbd8-45ee-9e87-63d37c831153#5	3
79	09a07fe7-fbd8-45ee-9e87-63d37c831153#6	3
80	09a07fe7-fbd8-45ee-9e87-63d37c831153#7	3
81	0a99cdf9-8e8b-484d-a9e8-80f587660911#0	6
82	0a99cdf9-8e8b-484d-a9e8-80f587660911#1	6
83	0a99cdf9-8e8b-484d-a9e8-80f587660911#2	6
84	0a99cdf9-8e8b-484d-a9e8-80f587660911#3	6
85	0a99cdf9-8e8b-484d-a9e8-80f587660911#4	6
86	0a99cdf9-8e8b-484d-a9e8-80f587660911#5	6
87	0a99cdf9-8e8b-484d-a9e8-80f587660911#6	6
88	0a99cdf9-8e8b-484d-a9e8-80f587660911#7	6
89	0aa2af73-1a71-415a-b781-56317d47da9c#0	3
90	0aa2af73-1a71-415a-b781-56317d47da9c#1	3
91	0aa2af73-1a71-415a-b781-56317d47da9c#2	3
92	0aa2af73-1a71-415a-b781-56317d47da9c#3	3
93	0aa2af73-1a71-415a-b781-56317d47da9c#4	3
94	0aa2af73-1a71-415a-b781-56317d47da9c#5	3
95	0aa2af73-1a71-415a-b781-56317d47da9c#6	3
96	0aa2af73-1a71-415a-b781-56317d47da9c#7	3
97	0b1be676-146b-43c8-9254-1e702793c0a9#0	7114
98	0b1be676-146b-43c8-9254-1e702793c0a9#1	7114
99	0b1be676-146b-43c8-9254-1e702793c0a9#2	7114
100	0b1be676-146b-43c8-9254-1e702793c0a9#3	7114
101	0b1be676-146b-43c8-9254-1e702793c0a9#4	7114
102	0b1be676-146b-43c8-9254-1e702793c0a9#5	7114
103	0b1be676-146b-43c8-9254-1e702793c0a9#6	7114
104	0b1be676-146b-43c8-9254-1e702793c0a9#7	7114
105	0b86151b-531a-4e09-9e7e-ec8938dcea2a#0	1260
106	0b86151b-531a-4e09-9e7e-ec8938dcea2a#1	1260
107	0b86151b-531a-4e09-9e7e-ec8938dcea2a#2	1260
108	0b86151b-531a-4e09-9e7e-ec8938dcea2a#3	1260
109	0b86151b-531a-4e09-9e7e-ec8938dcea2a#4	1260
110	0b86151b-531a-4e09-9e7e-ec8938dcea2a#5	1260
111	0b86151b-531a-4e09-9e7e-ec8938dcea2a#6	1260
112	0b86151b-531a-4e09-9e7e-ec8938dcea2a#7	1260
113	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#0	79
114	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#1	79
115	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#2	79
116	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#3	79
117	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#4	79
118	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#5	79
119	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#6	79
120	0b871ed8-34c8-4a8b-a1d2-f97b2caf6387#7	79
121	0b8eee78-b5dc-43d2-962e-a94370b0d47d#0	9
122	0b8eee78-b5dc-43d2-962e-a94370b0d47d#1	9
123	0b8eee78-b5dc-43d2-962e-a94370b0d47d#2	9
124	0b8eee78-b5dc-43d2-962e-a94370b0d47d#3	9
125	0b8eee78-b5dc-43d2-962e-a94370b0d47d#4	9
126	0b8eee78-b5dc-43d2-962e-a94370b0d47d#5	9
127	0b8eee78-b5dc-43d2-962e-a94370b0d47d#6	9
128	0b8eee78-b5dc-43d2-962e-a94370b0d47d#7	9
129	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#0	71
130	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#1	71
131	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#2	71
132	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#3	71
133	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#4	71
134	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#5	71
135	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#6	71
136	0b9df9e2-1b81-4e57-8bcb-0cbceabf89a7#7	71
137	0c23791c-af36-4d31-864c-3a040d98a1db#0	5
138	0c23791c-af36-4d31-864c-3a040d98a1db#1	5
139	0c23791c-af36-4d31-864c-3a040d98a1db#2	5
140	0c23791c-af36-4d31-864c-3a040d98a1db#3	5
141	0c23791c-af36-4d31-864c-3a040d98a1db#4	5
142	0c23791c-af36-4d31-864c-3a040d98a1db#5	5
143	0c23791c-af36-4d31-864c-3a040d98a1db#6	5
144	0c23791c-af36-4d31-864c-3a040d98a1db#7	5
145	0c67ec84-fe3f-4997-be00-e9c798643234#0	1004
146	0c67ec84-fe3f-4997-be00-e9c798643234#1	1004
147	0c67ec84-fe3f-4997-be00-e9c798643234#2	1004
148	0c67ec84-fe3f-4997-be00-e9c798643234#3	1004
149	0c67ec84-fe3f-4997-be00-e9c798643234#4	1004
150	0c67ec84-fe3f-4997-be00-e9c798643234#5	1004
151	0c67ec84-fe3f-4997-be00-e9c798643234#6	1004
152	0c67ec84-fe3f-4997-be00-e9c798643234#7	1004
153	0c69905c-ed03-4dbf-804c-e5d06218d1b0#0	7
154	0c69905c-ed03-4dbf-804c-e5d06218d1b0#1	7
155	0c69905c-ed03-4dbf-804c-e5d06218d1b0#2	7
156	0c69905c-ed03-4dbf-804c-e5d06218d1b0#3	7
157	0c69905c-ed03-4dbf-804c-e5d06218d1b0#4	7
158	0c69905c-ed03-4dbf-804c-e5d06218d1b0#5	7
159	0c69905c-ed03-4dbf-804c-e5d06218d1b0#6	7
160	0c69905c-ed03-4dbf-804c-e5d06218d1b0#7	7
161	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#0	2
162	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#1	2
163	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#2	2
164	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#3	2
165	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#4	2
166	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#5	2
167	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#6	2
168	0d2dc4ed-6e29-4f3e-a15d-de2dfd00ff04#7	2
169	0db0e2d7-0db7-4409-9e72-bb191583853c#0	1
170	0db0e2d7-0db7-4409-9e72-bb191583853c#1	1
171	0db0e2d7-0db7-4409-9e72-bb191583853c#2	1
172	0db0e2d7-0db7-4409-9e72-bb191583853c#3	1
173	0db0e2d7-0db7-4409-9e72-bb191583853c#4	1
174	0db0e2d7-0db7-4409-9e72-bb191583853c#5	1
175	0db0e2d7-0db7-4409-9e72-bb191583853c#6	1
176	0db0e2d7-0db7-4409-9e72-bb191583853c#7	1
177	0e1aeeae-5854-49e6-973f-6911ff844716#0	48
178	0e1aeeae-5854-49e6-973f-6911ff844716#1	48
179	0e1aeeae-5854-49e6-973f-6911ff844716#2	48
180	0e1aeeae-5854-49e6-973f-6911ff844716#3	48
181	0e1aeeae-5854-49e6-973f-6911ff844716#4	48
182	0e1aeeae-5854-49e6-973f-6911ff844716#5	48
183	0e1aeeae-5854-49e6-973f-6911ff844716#6	48
184	0e1aeeae-5854-49e6-973f-6911ff844716#7	48
185	0f59917b-52b7-4ba9-aaaa-d785c04e807c#0	11
186	0f59917b-52b7-4ba9-aaaa-d785c04e807c#1	11
187	0f59917b-52b7-4ba9-aaaa-d785c04e807c#2	11
188	0f59917b-52b7-4ba9-aaaa-d785c04e807c#3	11
189	0f59917b-52b7-4ba9-aaaa-d785c04e807c#4	11
190	0f59917b-52b7-4ba9-aaaa-d785c04e807c#5	11
191	0f59917b-52b7-4ba9-aaaa-d785c04e807c#6	11
192	0f59917b-52b7-4ba9-aaaa-d785c04e807c#7	11
193	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#0	11
194	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#1	11
195	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#2	11
196	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#3	11
197	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#4	11
198	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#5	11
199	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#6	11
200	0f6c22c9-1cc5-47ec-b5bd-d52c8aeae785#7	11
201	0fbd33b7-a867-4c37-a60e-8abadbcd457d#0	256
202	0fbd33b7-a867-4c37-a60e-8abadbcd457d#1	256
203	0fbd33b7-a867-4c37-a60e-8abadbcd457d#2	256
204	0fbd33b7-a867-4c37-a60e-8abadbcd457d#3	256
205	0fbd33b7-a867-4c37-a60e-8abadbcd457d#4	256
206	0fbd33b7-a867-4c37-a60e-8abadbcd457d#5	256
207	0fbd33b7-a867-4c37-a60e-8abadbcd457d#6	256
208	0fbd33b7-a867-4c37-a60e-8abadbcd457d#7	256
209	10648730-65ad-4f1d-b2ca-dd1091d125a0#0	1008
210	10648730-65ad-4f1d-b2ca-dd1091d125a0#1	1008
211	10648730-65ad-4f1d-b2ca-dd1091d125a0#2	1008
212	10648730-65ad-4f1d-b2ca-dd1091d125a0#3	1008
213	10648730-65ad-4f1d-b2ca-dd1091d125a0#4	1008
214	10648730-65ad-4f1d-b2ca-dd1091d125a0#5	1008
215	10648730-65ad-4f1d-b2ca-dd1091d125a0#6	1008
216	10648730-65ad-4f1d-b2ca-dd1091d125a0#7	1008
217	10f282f7-d410-4c6c-ab15-e87afc8a06a7#0	24
218	10f282f7-d410-4c6c-ab15-e87afc8a06a7#1	24
219	10f282f7-d410-4c6c-ab15-e87afc8a06a7#2	24
220	10f282f7-d410-4c6c-ab15-e87afc8a06a7#3	24
221	10f282f7-d410-4c6c-ab15-e87afc8a06a7#4	24
222	10f282f7-d410-4c6c-ab15-e87afc8a06a7#5	24
223	10f282f7-d410-4c6c-ab15-e87afc8a06a7#6	24
224	10f282f7-d410-4c6c-ab15-e87afc8a06a7#7	24
225	12134e2f-b3f8-4b0f-971a-b79e4c987098#0	2519
226	12134e2f-b3f8-4b0f-971a-b79e4c987098#1	2519
227	12134e2f-b3f8-4b0f-971a-b79e4c987098#2	2519
228	12134e2f-b3f8-4b0f-971a-b79e4c987098#3	2519
229	12134e2f-b3f8-4b0f-971a-b79e4c987098#4	2519
230	12134e2f-b3f8-4b0f-971a-b79e4c987098#5	2519
231	12134e2f-b3f8-4b0f-971a-b79e4c987098#6	2519
232	12134e2f-b3f8-4b0f-971a-b79e4c987098#7	2519
233	125d2fdf-c109-461b-b2f6-df56f9d25ff4#0	8
234	125d2fdf-c109-461b-b2f6-df56f9d25ff4#1	8
235	125d2fdf-c109-461b-b2f6-df56f9d25ff4#2	8
