id	rollout_key	gold
1	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#0	44
2	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#1	44
3	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#2	44
4	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#3	44
5	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#4	44
6	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#5	44
7	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#6	44
8	871cfbde-feae-46a7-9fa2-ca29c4e3b3c0#7	44
9	87436320-bdf0-44d2-aa25-ea41448b999e#0	-4
10	87436320-bdf0-44d2-aa25-ea41448b999e#1	-4
11	87436320-bdf0-44d2-aa25-ea41448b999e#2	-4
12	87436320-bdf0-44d2-aa25-ea41448b999e#3	-4
13	87436320-bdf0-44d2-aa25-ea41448b999e#4	-4
14	87436320-bdf0-44d2-aa25-ea41448b999e#5	-4
15	87436320-bdf0-44d2-aa25-ea41448b999e#6	-4
16	87436320-bdf0-44d2-aa25-ea41448b999e#7	-4
17	87652cb8-e3f0-4eef-872b-08f1606efdc2#0	11
18	87652cb8-e3f0-4eef-872b-08f1606efdc2#1	11
19	87652cb8-e3f0-4eef-872b-08f1606efdc2#2	11
20	87652cb8-e3f0-4eef-872b-08f1606efdc2#3	11
21	87652cb8-e3f0-4eef-872b-08f1606efdc2#4	11
22	87652cb8-e3f0-4eef-872b-08f1606efdc2#5	11
23	87652cb8-e3f0-4eef-872b-08f1606efdc2#6	11
24	87652cb8-e3f0-4eef-872b-08f1606efdc2#7	11
25	87932845-b928-4989-a61f-a8f0934e8497#0	42550
26	87932845-b928-4989-a61f-a8f0934e8497#1	42550
27	87932845-b928-4989-a61f-a8f0934e8497#2	42550
28	87932845-b928-4989-a61f-a8f0934e8497#3	42550
29	87932845-b928-4989-a61f-a8f0934e8497#4	42550
30	87932845-b928-4989-a61f-a8f0934e8497#5	42550
31	87932845-b928-4989-a61f-a8f0934e8497#6	42550
32	87932845-b928-4989-a61f-a8f0934e8497#7	42550
33	87d25b91-51ae-436e-8f9c-09df66371925#0	722
