id	rollout_key	gold
1	0823d9be-a8c2-4223-b3d2-01b496b41a7c#0	10
2	0823d9be-a8c2-4223-b3d2-01b496b41a7c#1	10
3	0823d9be-a8c2-4223-b3d2-01b496b41a7c#2	10
4	0823d9be-a8c2-4223-b3d2-01b496b41a7c#3	10
5	0823d9be-a8c2-4223-b3d2-01b496b41a7c#4	10
6	0823d9be-a8c2-4223-b3d2-01b496b41a7c#5	10
7	0823d9be-a8c2-4223-b3d2-01b496b41a7c#6	10
8	0823d9be-a8c2-4223-b3d2-01b496b41a7c#7	10
9	08ecab5d-3cc0-4d34-89db-d140d1154426#0	30024
10	08ecab5d-3cc0-4d34-89db-d140d1154426#1	30024
11	08ecab5d-3cc0-4d34-89db-d140d1154426#2	30024
12	08ecab5d-3cc0-4d34-89db-d140d1154426#3	30024
13	08ecab5d-3cc0-4d34-89db-d140d1154426#4	30024
14	08ecab5d-3cc0-4d34-89db-d140d1154426#5	30024
15	08ecab5d-3cc0-4d34-89db-d140d1154426#6	30024
16	08ecab5d-3cc0-4d34-89db-d140d1154426#7	30024
17	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#0	1
18	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#1	1
19	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#2	1
20	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#3	1
21	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#4	1
22	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#5	1
23	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#6	1
24	1197ac0a-5f5d-4f5f-af36-8b4ddb0c8df7#7	1
25	95b5da55-845a-47d7-b23d-af0ed1e1ef74#0	318
26	95b5da55-845a-47d7-b23d-af0ed1e1ef74#1	318
27	95b5da55-845a-47d7-b23d-af0ed1e1ef74#2	318
28	95b5da55-845a-47d7-b23d-af0ed1e1ef74#3	318
29	95b5da55-845a-47d7-b23d-af0ed1e1ef74#4	318
30	95b5da55-845a-47d7-b23d-af0ed1e1ef74#5	318
31	95b5da55-845a-47d7-b23d-af0ed1e1ef74#6	318
32	95b5da55-845a-47d7-b23d-af0ed1e1ef74#7	318
