id	rollout_key	gold
1	b23e373d-d350-4fb2-9afc-1c47a23d623e#0	397
2	b23e373d-d350-4fb2-9afc-1c47a23d623e#1	397
3	b23e373d-d350-4fb2-9afc-1c47a23d623e#2	397
4	b23e373d-d350-4fb2-9afc-1c47a23d623e#3	397
5	b23e373d-d350-4fb2-9afc-1c47a23d623e#4	397
6	b23e373d-d350-4fb2-9afc-1c47a23d623e#5	397
7	b23e373d-d350-4fb2-9afc-1c47a23d623e#6	397
8	b23e373d-d350-4fb2-9afc-1c47a23d623e#7	397
9	b2826987-b923-434e-8bc9-4aaba5eb0528#0	48
10	b2826987-b923-434e-8bc9-4aaba5eb0528#1	48
11	b2826987-b923-434e-8bc9-4aaba5eb0528#2	48
12	b2826987-b923-434e-8bc9-4aaba5eb0528#3	48
13	b2826987-b923-434e-8bc9-4aaba5eb0528#4	48
14	b2826987-b923-434e-8bc9-4aaba5eb0528#5	48
15	b2826987-b923-434e-8bc9-4aaba5eb0528#6	48
16	b2826987-b923-434e-8bc9-4aaba5eb0528#7	48
17	b2a23ec1-8f08-444b-be00-3e6976800c37#0	303
18	b2a23ec1-8f08-444b-be00-3e6976800c37#1	303
19	b2a23ec1-8f08-444b-be00-3e6976800c37#2	303
20	b2a23ec1-8f08-444b-be00-3e6976800c37#3	303
21	b2a23ec1-8f08-444b-be00-3e6976800c37#4	303
22	b2a23ec1-8f08-444b-be00-3e6976800c37#5	303
23	b2a23ec1-8f08-444b-be00-3e6976800c37#6	303
24	b2a23ec1-8f08-444b-be00-3e6976800c37#7	303
25	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#0	40
26	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#1	40
27	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#2	40
28	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#3	40
29	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#4	40
30	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#5	40
31	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#6	40
32	b2d56d17-afba-42cb-b3a8-6f395e6a26a1#7	40
33	b3b9d2ac-ba60-4ccd-b959-361586342014#0	128
34	b3b9d2ac-ba60-4ccd-b959-361586342014#1	128
35	b3b9d2ac-ba60-4ccd-b959-361586342014#2	128
36	b3b9d2ac-ba60-4ccd-b959-361586342014#3	128
37	b3b9d2ac-ba60-4ccd-b959-361586342014#4	128
38	b3b9d2ac-ba60-4ccd-b959-361586342014#5	128
39	b3b9d2ac-ba60-4ccd-b959-361586342014#6	128
40	b3b9d2ac-ba60-4ccd-b959-361586342014#7	128
41	b4003d07-1052-483e-8e06-483ac24ff4e7#0	134
42	b4003d07-1052-483e-8e06-483ac24ff4e7#1	134
43	b4003d07-1052-483e-8e06-483ac24ff4e7#2	134
44	b4003d07-1052-483e-8e06-483ac24ff4e7#3	134
45	b4003d07-1052-483e-8e06-483ac24ff4e7#4	134
46	b4003d07-1052-483e-8e06-483ac24ff4e7#5	134
47	b4003d07-1052-483e-8e06-483ac24ff4e7#6	134
48	b4003d07-1052-483e-8e06-483ac24ff4e7#7	134
49	b436363d-5ed5-4524-91ec-4b32d6e2984a#0	172
50	b436363d-5ed5-4524-91ec-4b32d6e2984a#1	172
51	b436363d-5ed5-4524-91ec-4b32d6e2984a#2	172
52	b436363d-5ed5-4524-91ec-4b32d6e2984a#3	172
53	b436363d-5ed5-4524-91ec-4b32d6e2984a#4	172
54	b436363d-5ed5-4524-91ec-4b32d6e2984a#5	172
55	b436363d-5ed5-4524-91ec-4b32d6e2984a#6	172
56	b436363d-5ed5-4524-91ec-4b32d6e2984a#7	172
57	b49d5b25-34c3-45b2-b785-a72bb561d30e#0	521
58	b49d5b25-34c3-45b2-b785-a72bb561d30e#1	521
59	b49d5b25-34c3-45b2-b785-a72bb561d30e#2	521
60	b49d5b25-34c3-45b2-b785-a72bb561d30e#3	521
61	b49d5b25-34c3-45b2-b785-a72bb561d30e#4	521
62	b49d5b25-34c3-45b2-b785-a72bb561d30e#5	521
63	b49d5b25-34c3-45b2-b785-a72bb561d30e#6	521
64	b49d5b25-34c3-45b2-b785-a72bb561d30e#7	521
65	b4a7dfe0-0a34-452e-b524-31bb66138539#0	413
66	b4a7dfe0-0a34-452e-b524-31bb66138539#1	413
67	b4a7dfe0-0a34-452e-b524-31bb66138539#2	413
68	b4a7dfe0-0a34-452e-b524-31bb66138539#3	413
69	b4a7dfe0-0a34-452e-b524-31bb66138539#4	413
70	b4a7dfe0-0a34-452e-b524-31bb66138539#5	413
71	b4a7dfe0-0a34-452e-b524-31bb66138539#6	413
72	b4a7dfe0-0a34-452e-b524-31bb66138539#7	413
73	b5059bf2-f8b2-4478-9f12-655d29f5f680#0	19
74	b5059bf2-f8b2-4478-9f12-655d29f5f680#1	19
75	b5059bf2-f8b2-4478-9f12-655d29f5f680#2	19
76	b5059bf2-f8b2-4478-9f12-655d29f5f680#3	19
77	b5059bf2-f8b2-4478-9f12-655d29f5f680#4	19
78	b5059bf2-f8b2-4478-9f12-655d29f5f680#5	19
79	b5059bf2-f8b2-4478-9f12-655d29f5f680#6	19
80	b5059bf2-f8b2-4478-9f12-655d29f5f680#7	19
81	b52b672f-c941-40e9-a0a0-3945e19a6906#0	1
82	b52b672f-c941-40e9-a0a0-3945e19a6906#1	1
83	b52b672f-c941-40e9-a0a0-3945e19a6906#2	1
84	b52b672f-c941-40e9-a0a0-3945e19a6906#3	1
85	b52b672f-c941-40e9-a0a0-3945e19a6906#4	1
86	b52b672f-c941-40e9-a0a0-3945e19a6906#5	1
87	b52b672f-c941-40e9-a0a0-3945e19a6906#6	1
88	b52b672f-c941-40e9-a0a0-3945e19a6906#7	1
89	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#0	8100
90	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#1	8100
91	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#2	8100
92	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#3	8100
93	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#4	8100
94	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#5	8100
95	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#6	8100
96	b5a7e52d-f500-4740-8a14-5e2b08f7cdaf#7	8100
97	b650d573-f2a5-4ee4-9ca4-616aba4b64d9#0	-8
98	b650d573-f2a5-4ee4-9ca4-616aba4b64d9#1	-8
99	b650d573-f2a5-4ee4-9ca4-616aba4b64d9#2	-8
