id	rollout_key	gold
1	503bc37b-66ae-4825-91af-3bc0df34a667#0	50
2	503bc37b-66ae-4825-91af-3bc0df34a667#1	50
3	503bc37b-66ae-4825-91af-3bc0df34a667#2	50
4	503bc37b-66ae-4825-91af-3bc0df34a667#3	50
5	503bc37b-66ae-4825-91af-3bc0df34a667#4	50
6	503bc37b-66ae-4825-91af-3bc0df34a667#5	50
7	503bc37b-66ae-4825-91af-3bc0df34a667#6	50
8	503bc37b-66ae-4825-91af-3bc0df34a667#7	50
9	5097fb46-8292-4218-b289-6140223ca22f#0	505
10	5097fb46-8292-4218-b289-6140223ca22f#1	505
11	5097fb46-8292-4218-b289-6140223ca22f#2	505
12	5097fb46-8292-4218-b289-6140223ca22f#3	505
13	5097fb46-8292-4218-b289-6140223ca22f#4	505
14	5097fb46-8292-4218-b289-6140223ca22f#5	505
15	5097fb46-8292-4218-b289-6140223ca22f#6	505
16	5097fb46-8292-4218-b289-6140223ca22f#7	505
17	509fe818-3c44-44ea-844c-bd8a80f16b1d#0	15
18	509fe818-3c44-44ea-844c-bd8a80f16b1d#1	15
19	509fe818-3c44-44ea-844c-bd8a80f16b1d#2	15
20	509fe818-3c44-44ea-844c-bd8a80f16b1d#3	15
21	509fe818-3c44-44ea-844c-bd8a80f16b1d#4	15
22	509fe818-3c44-44ea-844c-bd8a80f16b1d#5	15
23	509fe818-3c44-44ea-844c-bd8a80f16b1d#6	15
24	509fe818-3c44-44ea-844c-bd8a80f16b1d#7	15
25	50a9f08d-cd07-47aa-89ed-1e185480cba8#0	12
26	50a9f08d-cd07-47aa-89ed-1e185480cba8#1	12
27	50a9f08d-cd07-47aa-89ed-1e185480cba8#2	12
28	50a9f08d-cd07-47aa-89ed-1e185480cba8#3	12
29	50a9f08d-cd07-47aa-89ed-1e185480cba8#4	12
30	50a9f08d-cd07-47aa-89ed-1e185480cba8#5	12
31	50a9f08d-cd07-47aa-89ed-1e185480cba8#6	12
32	50a9f08d-cd07-47aa-89ed-1e185480cba8#7	12
33	51dd37b3-38c1-4fcc-a344-713440e29b12#0	5
34	51dd37b3-38c1-4fcc-a344-713440e29b12#1	5
35	51dd37b3-38c1-4fcc-a344-713440e29b12#2	5
36	51dd37b3-38c1-4fcc-a344-713440e29b12#3	5
37	51dd37b3-38c1-4fcc-a344-713440e29b12#4	5
38	51dd37b3-38c1-4fcc-a344-713440e29b12#5	5
39	51dd37b3-38c1-4fcc-a344-713440e29b12#6	5
40	51dd37b3-38c1-4fcc-a344-713440e29b12#7	5
41	5314974f-eea5-4db7-8985-3d6922eb3ac3#0	17
42	5314974f-eea5-4db7-8985-3d6922eb3ac3#1	17
43	5314974f-eea5-4db7-8985-3d6922eb3ac3#2	17
44	5314974f-eea5-4db7-8985-3d6922eb3ac3#3	17
45	5314974f-eea5-4db7-8985-3d6922eb3ac3#4	17
46	5314974f-eea5-4db7-8985-3d6922eb3ac3#5	17
47	5314974f-eea5-4db7-8985-3d6922eb3ac3#6	17
48	5314974f-eea5-4db7-8985-3d6922eb3ac3#7	17
49	53a39761-5d7b-4429-8ed8-8115cbde185c#0	254
50	53a39761-5d7b-4429-8ed8-8115cbde185c#1	254
51	53a39761-5d7b-4429-8ed8-8115cbde185c#2	254
52	53a39761-5d7b-4429-8ed8-8115cbde185c#3	254
53	53a39761-5d7b-4429-8ed8-8115cbde185c#4	254
54	53a39761-5d7b-4429-8ed8-8115cbde185c#5	254
55	53a39761-5d7b-4429-8ed8-8115cbde185c#6	254
56	53a39761-5d7b-4429-8ed8-8115cbde185c#7	254
57	53de5966-83be-4bf9-807f-f8a37195aaea#0	25
58	53de5966-83be-4bf9-807f-f8a37195aaea#1	25
59	53de5966-83be-4bf9-807f-f8a37195aaea#2	25
60	53de5966-83be-4bf9-807f-f8a37195aaea#3	25
61	53de5966-83be-4bf9-807f-f8a37195aaea#4	25
62	53de5966-83be-4bf9-807f-f8a37195aaea#5	25
63	53de5966-83be-4bf9-807f-f8a37195aaea#6	25
64	53de5966-83be-4bf9-807f-f8a37195aaea#7	25
65	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#0	27
66	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#1	27
67	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#2	27
68	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#3	27
69	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#4	27
70	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#5	27
71	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#6	27
72	5482bade-3d27-4db1-b6e1-cbab54d0fa9a#7	27
73	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#0	3024
74	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#1	3024
75	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#2	3024
76	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#3	3024
77	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#4	3024
78	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#5	3024
79	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#6	3024
80	54bb2ac2-8e70-402d-9af8-30fd46e3d92c#7	3024
81	54cec35a-9176-4562-845c-279da0c51122#0	14
82	54cec35a-9176-4562-845c-279da0c51122#1	14
83	54cec35a-9176-4562-845c-279da0c51122#2	14
84	54cec35a-9176-4562-845c-279da0c51122#3	14
85	54cec35a-9176-4562-845c-279da0c51122#4	14
86	54cec35a-9176-4562-845c-279da0c51122#5	14
87	54cec35a-9176-4562-845c-279da0c51122#6	14
88	54cec35a-9176-4562-845c-279da0c51122#7	14
89	550936ee-5d53-4d8b-987a-040142690a2f#0	1005
90	550936ee-5d53-4d8b-987a-040142690a2f#1	1005
91	550936ee-5d53-4d8b-987a-040142690a2f#2	1005
