id	rollout_key	gold
1	9ef2339c-9123-4980-ae7d-f09962951a59#0	45
2	9ef2339c-9123-4980-ae7d-f09962951a59#1	45
3	9ef2339c-9123-4980-ae7d-f09962951a59#2	45
4	9ef2339c-9123-4980-ae7d-f09962951a59#3	45
5	9ef2339c-9123-4980-ae7d-f09962951a59#4	45
6	9ef2339c-9123-4980-ae7d-f09962951a59#5	45
7	9ef2339c-9123-4980-ae7d-f09962951a59#6	45
8	9ef2339c-9123-4980-ae7d-f09962951a59#7	45
9	9f1b2402-2484-476b-ab9d-1cadeff15f4e#0	11
10	9f1b2402-2484-476b-ab9d-1cadeff15f4e#1	11
11	9f1b2402-2484-476b-ab9d-1cadeff15f4e#2	11
12	9f1b2402-2484-476b-ab9d-1cadeff15f4e#3	11
13	9f1b2402-2484-476b-ab9d-1cadeff15f4e#4	11
14	9f1b2402-2484-476b-ab9d-1cadeff15f4e#5	11
15	9f1b2402-2484-476b-ab9d-1cadeff15f4e#6	11
16	9f1b2402-2484-476b-ab9d-1cadeff15f4e#7	11
17	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#0	715
18	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#1	715
19	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#2	715
20	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#3	715
21	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#4	715
22	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#5	715
23	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#6	715
24	9f805a6b-2ec9-4d0a-8e8f-7dcbd8f73681#7	715
25	9fff187a-6671-490d-a142-9c75c0d4543a#0	404
26	9fff187a-6671-490d-a142-9c75c0d4543a#1	404
27	9fff187a-6671-490d-a142-9c75c0d4543a#2	404
28	9fff187a-6671-490d-a142-9c75c0d4543a#3	404
29	9fff187a-6671-490d-a142-9c75c0d4543a#4	404
30	9fff187a-6671-490d-a142-9c75c0d4543a#5	404
31	9fff187a-6671-490d-a142-9c75c0d4543a#6	404
32	9fff187a-6671-490d-a142-9c75c0d4543a#7	404
33	a01882aa-8823-4607-a960-b6db3af42fe8#0	100
34	a01882aa-8823-4607-a960-b6db3af42fe8#1	100
35	a01882aa-8823-4607-a960-b6db3af42fe8#2	100
36	a01882aa-8823-4607-a960-b6db3af42fe8#3	100
37	a01882aa-8823-4607-a960-b6db3af42fe8#4	100
38	a01882aa-8823-4607-a960-b6db3af42fe8#5	100
39	a01882aa-8823-4607-a960-b6db3af42fe8#6	100
40	a01882aa-8823-4607-a960-b6db3af42fe8#7	100
41	a04dd680-f694-494f-b7bf-96fdcde07494#0	87
42	a04dd680-f694-494f-b7bf-96fdcde07494#1	87
43	a04dd680-f694-494f-b7bf-96fdcde07494#2	87
44	a04dd680-f694-494f-b7bf-96fdcde07494#3	87
45	a04dd680-f694-494f-b7bf-96fdcde07494#4	87
46	a04dd680-f694-494f-b7bf-96fdcde07494#5	87
47	a04dd680-f694-494f-b7bf-96fdcde07494#6	87
48	a04dd680-f694-494f-b7bf-96fdcde07494#7	87
49	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#0	38
50	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#1	38
51	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#2	38
52	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#3	38
53	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#4	38
54	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#5	38
55	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#6	38
56	a09a53fa-2e20-4e5b-b2a9-75c1ddfa0a85#7	38
57	a128460b-c38c-46cb-9df2-589b690e7f57#0	1022
58	a128460b-c38c-46cb-9df2-589b690e7f57#1	1022
59	a128460b-c38c-46cb-9df2-589b690e7f57#2	1022
60	a128460b-c38c-46cb-9df2-589b690e7f57#3	1022
61	a128460b-c38c-46cb-9df2-589b690e7f57#4	1022
62	a128460b-c38c-46cb-9df2-589b690e7f57#5	1022
63	a128460b-c38c-46cb-9df2-589b690e7f57#6	1022
64	a128460b-c38c-46cb-9df2-589b690e7f57#7	1022
65	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#0	2401
66	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#1	2401
67	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#2	2401
68	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#3	2401
69	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#4	2401
70	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#5	2401
71	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#6	2401
72	a2bcf750-22d7-4b60-9fc2-ce883ce5b342#7	2401
73	a2be80d3-f84a-4b2d-b59d-90934de92777#0	1
74	a2be80d3-f84a-4b2d-b59d-90934de92777#1	1
75	a2be80d3-f84a-4b2d-b59d-90934de92777#2	1
76	a2be80d3-f84a-4b2d-b59d-90934de92777#3	1
77	a2be80d3-f84a-4b2d-b59d-90934de92777#4	1
78	a2be80d3-f84a-4b2d-b59d-90934de92777#5	1
79	a2be80d3-f84a-4b2d-b59d-90934de92777#6	1
80	a2be80d3-f84a-4b2d-b59d-90934de92777#7	1
81	a2c694ed-f675-4c3d-9f8b-51465ff8f524#0	21
82	a2c694ed-f675-4c3d-9f8b-51465ff8f524#1	21
83	a2c694ed-f675-4c3d-9f8b-51465ff8f524#2	21
84	a2c694ed-f675-4c3d-9f8b-51465ff8f524#3	21
85	a2c694ed-f675-4c3d-9f8b-51465ff8f524#4	21
86	a2c694ed-f675-4c3d-9f8b-51465ff8f524#5	21
87	a2c694ed-f675-4c3d-9f8b-51465ff8f524#6	21
88	a2c694ed-f675-4c3d-9f8b-51465ff8f524#7	21
89	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#0	15
90	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#1	15
91	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#2	15
92	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#3	15
93	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#4	15
94	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#5	15
95	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#6	15
96	a3226aaa-fad8-4dfc-8db4-d523b80bfcf4#7	15
97	a39a5965-b99d-4eb8-90db-affbe8281664#0	18
98	a39a5965-b99d-4eb8-90db-affbe8281664#1	18
99	a39a5965-b99d-4eb8-90db-affbe8281664#2	18
100	a39a5965-b99d-4eb8-90db-affbe8281664#3	18
101	a39a5965-b99d-4eb8-90db-affbe8281664#4	18
102	a39a5965-b99d-4eb8-90db-affbe8281664#5	18
103	a39a5965-b99d-4eb8-90db-affbe8281664#6	18
104	a39a5965-b99d-4eb8-90db-affbe8281664#7	18
105	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#0	60
106	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#1	60
107	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#2	60
108	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#3	60
109	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#4	60
110	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#5	60
111	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#6	60
112	a470c9d1-e204-41f4-b6ff-2f5aa51645c3#7	60
113	a4c713de-34ae-48ba-bf66-9c6bef94a614#0	141
114	a4c713de-34ae-48ba-bf66-9c6bef94a614#1	141
115	a4c713de-34ae-48ba-bf66-9c6bef94a614#2	141
116	a4c713de-34ae-48ba-bf66-9c6bef94a614#3	141
117	a4c713de-34ae-48ba-bf66-9c6bef94a614#4	141
118	a4c713de-34ae-48ba-bf66-9c6bef94a614#5	141
119	a4c713de-34ae-48ba-bf66-9c6bef94a614#6	141
120	a4c713de-34ae-48ba-bf66-9c6bef94a614#7	141
121	a4e76dfb-178a-4776-a0d6-a95495ce495f#0	72
122	a4e76dfb-178a-4776-a0d6-a95495ce495f#1	72
123	a4e76dfb-178a-4776-a0d6-a95495ce495f#2	72
124	a4e76dfb-178a-4776-a0d6-a95495ce495f#3	72
125	a4e76dfb-178a-4776-a0d6-a95495ce495f#4	72
126	a4e76dfb-178a-4776-a0d6-a95495ce495f#5	72
127	a4e76dfb-178a-4776-a0d6-a95495ce495f#6	72
128	a4e76dfb-178a-4776-a0d6-a95495ce495f#7	72
129	a5bda61d-8995-48f6-9669-e3912b491982#0	34
130	a5bda61d-8995-48f6-9669-e3912b491982#1	34
131	a5bda61d-8995-48f6-9669-e3912b491982#2	34
132	a5bda61d-8995-48f6-9669-e3912b491982#3	34
133	a5bda61d-8995-48f6-9669-e3912b491982#4	34
134	a5bda61d-8995-48f6-9669-e3912b491982#5	34
135	a5bda61d-8995-48f6-9669-e3912b491982#6	34
136	a5bda61d-8995-48f6-9669-e3912b491982#7	34
137	a5d4dc54-8e5e-4ff6-9b58-cdaa695955e4#0	84
